c14|{D A_Y D} {P I T_S I Z} {P A R} {K I_I T_S} {M I_I T_S} {K A_A} {R U X} {P_H A_E R A_E_N} {T_D O_O} {N A T_D I_I D_Z A_E} {M A_E_N} {B A_E S_H T_D A R} {L O_O G} {X U S_H I_I} {S A_E} {R O} {K A R} {B_H I_I} {Q I J A_A M A T_D} {DD_H A_A} {D_D A_E T_D A_E} {H A_Y_N}|{D A_Y D} {P I T_S I Z} {P A R} {K I_I T_S} {M I_I T_S} {K A_A} {R U X} {P_H A_E R A_E_N} {T_D O_O} {N A T_D I_I D_Z A_E} {M A_E_N} {B A_E S_H T_D A R} {L O_O G} {X U S_H I_I} {S A_E} {R O} {K A R} {B_H I_I} {Q I J A_A M A T_D} {DD_H A_A} {D_D A_E T_D A_E} {H A_Y_N}
c15|{M U M L I K A T_D A_E_N} {B U D_Z_H I_I} {O R} {B A_E} {DD_H A B} {M O D_Z OON} {J A_A} {S A_Y H U_U N I_I} {D A_A D_Z} {S A_E} {R A A S_H A_A} {Z A D_D A_A} {N A_E S_H A N} {K O_O} {T A R A_A N S P A_Y R E N S I_I} {N A H I_I_N} {D_D A_E} {S A K T_D I_I}|{M U M L I K A T_D A_E_N} {B U D_Z_H I_I} {O R} {B A_E} {DD_H A B} {M O D_Z OON} {J A_A} {S A_Y H U_U N I_I} {D A_A D_Z} {S A_E} {R A A S_H A_A} {Z A D_D A_A} {N A_E S_H A N} {K O_O} {T A R A_A N S P A_Y R E N S I_I} {N A H I_I_N} {D_D A_E} {S A K T_D I_I}
c16|{R I J A_A S A T_D} {K A_E} {T_S A V A_A L I_I S} {T_D A A L L Q OON} {M A_E_N} {S I_I G_G A_A} {B A S A_A A_E_N} {T_D O_O} {R O_O H I_I} {O R} {M I T_D_H R A_A N I_I} {Z A M I_I N} {M U Z A_A R A_E OON} {K O_O} {P A S A N D_D} {H A_E}|{R I J A_A S A T_D} {K A_E} {T_S A V A_A L I_I S} {T_D A A L L Q OON} {M A_E_N} {S I_I G_G A_A} {B A S A_A A_E_N} {T_D O_O} {R O_O H I_I} {O R} {M I T_D_H R A_A N I_I} {Z A M I_I N} {M U Z A_A R A_E OON} {K O_O} {P A S A N D_D} {H A_E}
c17|{S A R V I_I A R} {N A_E} {I N S T_D_H I_I Z I J A_A} {O R} {M A_A L I_I X O_O L I J A_A} {M A_E_N} {P A_A I_I R A_E S I_I} {S A_E} {B A T_S A_A O_O} {K A_E} {T_D_H I_I M} {M A_E_N} {X U D_D} {K O_O} {M A N V A_A} {L I J A_A} {H A_E}|{S A R V I_I A R} {N A_E} {I N S T_D_H I_I Z I J A_A} {O R} {M A_A L I_I X O_O L I J A_A} {M A_E_N} {P A_A I_I R A_E S I_I} {S A_E} {B A T_S A_A O_O} {K A_E} {T_D_H I_I M} {M A_E_N} {X U D_D} {K O_O} {M A N V A_A} {L I J A_A} {H A_E}
c18|{Z I_I S T_D} {K A_E} {T_S U N_G G A L} {K A_E} {I S} {F A_E Z} {M A_E_N} {D_Z I_I V A N} {A_E K} {I F L A_A S} {M A_E_N} {P_H A N S I_I} {P U R N A M} {A_A N K_H} {K I_I} {T_D A R H} {H O_O T_D A_A} {H A_E}|{Z I_I S T_D} {K A_E} {T_S U N_G G A L} {K A_E} {I S} {F A_E Z} {M A_E_N} {D_Z I_I V A N} {A_E K} {I F L A_A S} {M A_E_N} {P_H A N S I_I} {P U R N A M} {A_A N K_H} {K I_I} {T_D A R H} {H O_O T_D A_A} {H A_E}
c19|{B A R S A R A_E I Q T_D I D_D A_A R} {A H A L} {D_D A_A N I S_H} {S A_E} {Q A S A M} {J A_A} {H A L F} {K I_I} {G A T_H R_R I_I} {U T_H V A_A} {L O} {T_D O_O} {F A R Z} {U_U L A_A} {T_S_H A P} {D_Z A_A T_D A_A} {H A_E}|{B A R S A R A_E I Q T_D I D_D A_A R} {A H A L} {D_D A_A N I S_H} {S A_E} {Q A S A M} {J A_A} {H A L F} {K I_I} {G A T_H R_R I_I} {U T_H V A_A} {L O} {T_D O_O} {F A R Z} {U_U L A_A} {T_S_H A P} {D_Z A_A T_D A_A} {H A_E}
c20|{R O Z A_A} {K I_I} {D_D A_E S I_I} {S A_A X T_D A_A} {F A_Y B R I K S} {K A_A} {Z A R I_I A_A} {I N T A R F A_E S} {M A_E_N} {D_D A R D_Z} {H A_E}|{R O Z A_A} {K I_I} {D_D A_E S I_I} {S A_A X T_D A_A} {F A_Y B R I K S} {K A_A} {Z A R I_I A_A} {I N T A R F A_E S} {M A_E_N} {D_D A R D_Z} {H A_E}
c21|{M O_O N A_A} {I S} {S A F A R} {M A_E_N} {U L A D_Z_H} {K A R} {S A M B_H L I_I} {O R} {T_H E H R N A_E} {M A_E_N} {K A_A M J A_A B} {R A H I_I}|{M O_O N A_A} {I S} {S A F A R} {M A_E_N} {U L A D_Z_H} {K A R} {S A M B_H L I_I} {O R} {T_H E H R N A_E} {M A_E_N} {K A_A M J A_A B} {R A H I_I}
c22|{A X V I N D_D Z A_A D_D A_A} {N A_E} {S A_A T_D V A_E_N} {S E N T_S R I_I} {N A A_E} {T_D A R Z A_E A M A L} {O R} {I S T_D A_E Q L A_A L} {S A_E} {B A N A_A I_I} {O R} {O_O T} {H O_O} {G A J A_A}|{A X V I N D_D Z A_A D_D A_A} {N A_E} {S A_A T_D V A_E_N} {S E N T_S R I_I} {N A A_E} {T_D A R Z A_E A M A L} {O R} {I S T_D A_E Q L A_A L} {S A_E} {B A N A_A I_I} {O R} {O_O T} {H O_O} {G A J A_A}
c23|{A_Y K S I_I A N} {N A_E} {I S I_I} {M U_U S_H A N} {M A_E_N} {E M B A_Y S I_I} {K I_I} {T_D A H V I_I L} {M A_E_N} {G_H I S N A_E} {K I_I} {K O_O S_H I S_H} {K I_I}|{A_Y K S I_I A N} {N A_E} {I S I_I} {M U_U S_H A N} {M A_E_N} {E M B A_Y S I_I} {K I_I} {T_D A H V I_I L} {M A_E_N} {G_H I S N A_E} {K I_I} {K O_O S_H I S_H} {K I_I}
c24|{H O_O S_H R U B A_A} {K A R_R V I_I} {T_D A B D_D I_I L I J A_A_N} {A J A_A_N} {O R} {S A_A Z B A_A Z} {K I_I} {D_Z U R_R A_E_N} {M A L G_G U_U B A_A} {A N D_D A_A Z} {K I_I} {H A_Y_N}|{H O_O S_H R U B A_A} {K A R_R V I_I} {T_D A B D_D I_I L I J A_A_N} {A J A_A_N} {O R} {S A_A Z B A_A Z} {K I_I} {D_Z U R_R A_E_N} {M A L G_G U_U B A_A} {A N D_D A_A Z} {K I_I} {H A_Y_N}
c25|{N I N A_A N V A_E} {M I L J A N} {M U T_D A_A S I R I_I N} {S A_E} {P U_U T_S_H A_E} {B A G_G A_Y R} {A_A P} {K A_A} {T_D A A_A V U N} {M U A_A F} {N A H I_I_N} {H O_O} {S A K T_D A_A}|{N I N A_A N V A_E} {M I L J A N} {M U T_D A_A S I R I_I N} {S A_E} {P U_U T_S_H A_E} {B A G_G A_Y R} {A_A P} {K A_A} {T_D A A_A V U N} {M U A_A F} {N A H I_I_N} {H O_O} {S A K T_D A_A}
c26|{V I F A_A Q} {M A_E_N} {M U N A Z Z A M} {A_A T_D I_I S_H Z A D_D A G I_I} {P A R} {T_S_H I J A_A N V A_E} {B A_A U S U_U L} {M U L A_A Z I M I_I N} {K A_A} {I S T_D I F S A_A R} {B I L K U L} {T_S A_A H I J A_E}|{V I F A_A Q} {M A_E_N} {M U N A Z Z A M} {A_A T_D I_I S_H Z A D_D A G I_I} {P A R} {T_S_H I J A_A N V A_E} {B A_A U S U_U L} {M U L A_A Z I M I_I N} {K A_A} {I S T_D I F S A_A R} {B I L K U L} {T_S A_A H I J A_E}
c27|{H A M L OON} {S A_E} {M A D_Z I_I D_D} {S A_A H I B} {K A_A} {B I_I S} {B A_Y D R U_U M} {K A_A} {G_H A R} {U T_D_H A L} {P A T_D_H A L} {H O_O} {G A J A_A} {H A_E}|{H A M L OON} {S A_E} {M A D_Z I_I D_D} {S A_A H I B} {K A_A} {B I_I S} {B A_Y D R U_U M} {K A_A} {G_H A R} {U T_D_H A L} {P A T_D_H A L} {H O_O} {G A J A_A} {H A_E}
c28|{K A_A N_G R A S} {I S I_I} {K O D} {M A_E_N} {I N S A_A N} {K I_I} {M O Z U_U_N} {Q A D_D R O_O Q I_I M A T_D} {Z A_A H I R} {K U R T_D I_I} {H A_E}|{K A_A N_G R A S} {I S I_I} {K O D} {M A_E_N} {I N S A_A N} {K I_I} {M O Z U_U_N} {Q A D_D R O_O Q I_I M A T_D} {Z A_A H I R} {K U R T_D I_I} {H A_E}
c29|{A_A B I D_D} {U S A_E} {D_Z_H I R_R A K} {K A R} {B_H A_E D_Z A_E} {O R} {R I_I T A_A A_E R M A_E N T} {K A_E} {B A_A D_D} {I S} {K I_I} {K I F A_A L A T_D} {S A_E} {M U S T_D A G_G N I_I} {H O_O} {D_Z A_A A_E}|{A_A B I D_D} {U S A_E} {D_Z_H I R_R A K} {K A R} {B_H A_E D_Z A_E} {O R} {R I_I T A_A A_E R M A_E N T} {K A_E} {B A_A D_D} {I S} {K I_I} {K I F A_A L A T_D} {S A_E} {M U S T_D A G_G N I_I} {H O_O} {D_Z A_A A_E}
c30|{B I P_H R A_E} {H U_U A_E} {L O_O G OON} {K O_O} {T_S_H U_U A_E_N} {O R} {N A N_G G A_E} {A L F A_A Z} {S A_E} {S A N_G B A_A R I_I} {N A_A} {K A R A_E_N}|{B I P_H R A_E} {H U_U A_E} {L O_O G OON} {K O_O} {T_S_H U_U A_E_N} {O R} {N A N_G G A_E} {A L F A_A Z} {S A_E} {S A N_G B A_A R I_I} {N A_A} {K A R A_E_N}
c31|{H A M A_A R A_A} {P A_Y G_G A_A M} {H A_E} {N A M A_A Z} {P A R_R_H O_O} {K A_A D_Z U_U} {K_H A_A O_O} {O R} {A P N I_I} {U M R A_E_N} {A L A M} {K A_E} {L I_I A_E} {S A R F} {K A R O_O}|{H A M A_A R A_A} {P A_Y G_G A_A M} {H A_E} {N A M A_A Z} {P A R_R_H O_O} {K A_A D_Z U_U} {K_H A_A O_O} {O R} {A P N I_I} {U M R A_E_N} {A L A M} {K A_E} {L I_I A_E} {S A R F} {K A R O_O}
c32|{X A_A N Q A_A H OON} {M A_E_N} {Z A B U_U_N} {H A_A L} {N A S_H A I_I} {G_G U L A_E L} {T_S O_O R I_I} {K A R N A_E} {K A_E} {L I_I A_E} {T_S_H A R_R I J A_A_N} {U T_H A_A A_E} {K_H A R_R A_E} {H A_Y_N}|{X A_A N Q A_A H OON} {M A_E_N} {Z A B U_U_N} {H A_A L} {N A S_H A I_I} {G_G U L A_E L} {T_S O_O R I_I} {K A R N A_E} {K A_E} {L I_I A_E} {T_S_H A R_R I J A_A_N} {U T_H A_A A_E} {K_H A R_R A_E} {H A_Y_N}
c33|{V E S T} {F A N} {L I_I N D} {M A_E_N} {B A U_U L A R} {D_Z_H A T K A_E} {S A_E} {Z A_E B} {K O_O} {K A T_S O_O K A_E} {L A G A_A T_D A_A} {R A H A_A} {O R} {R A N Z} {B A T O_O R T_D A_A} {R A H A_A}|{V E S T} {F A N} {L I_I N D} {M A_E_N} {B A U_U L A R} {D_Z_H A T K A_E} {S A_E} {Z A_E B} {K O_O} {K A T_S O_O K A_E} {L A G A_A T_D A_A} {R A H A_A} {O R} {R A N Z} {B A T O_O R T_D A_A} {R A H A_A}
c34|{K A_A N_G R A_E S} {H U K U_U M A T_D} {J A_E} {P U_U R A_A} {Q O M I J A_A A_E} {T_D O_O} {X A D_D O_O X A_A L} {U B_H R A_E_N} {O R} {P U L OON} {M A_E_N} {D_D_H A B B A_E} {M I T A_E_N}|{K A_A N_G R A_E S} {H U K U_U M A T_D} {J A_E} {P U_U R A_A} {Q O M I J A_A A_E} {T_D O_O} {X A D_D O_O X A_A L} {U B_H R A_E_N} {O R} {P U L OON} {M A_E_N} {D_D_H A B B A_E} {M I T A_E_N}
c35|{T_S U_U Z OON} {K A_A} {D_Z_H U L A S} {K A R} {B A_Y Z V I_I} {L A_A S_H A_E_N} {B A N} {D_Z A_A N A_A} {S A L A_A H I J J A T_D} {J A_A} {R O_O L Z} {K I_I} {K O_O T_D A_A H I_I} {H A_E}|{T_S U_U Z OON} {K A_A} {D_Z_H U L A S} {K A R} {B A_Y Z V I_I} {L A_A S_H A_E_N} {B A N} {D_Z A_A N A_A} {S A L A_A H I J J A T_D} {J A_A} {R O_O L Z} {K I_I} {K O_O T_D A_A H I_I} {H A_E}
c36|{N I_I M} {B O_O H R A_A N I_I} {M O_O A R R I X I_I N} {K I_I} {T_D A D_Z A R R U D_D} {M A_E_N} {Q A_Y D_D} {A_E K} {X U A_A S T_D G A_A R} {K I_I} {T_D O H I_I N} {H A_E}|{N I_I M} {B O_O H R A_A N I_I} {M O_O A R R I X I_I N} {K I_I} {T_D A D_Z A R R U D_D} {M A_E_N} {Q A_Y D_D} {A_E K} {X U A_A S T_D G A_A R} {K I_I} {T_D O H I_I N} {H A_E}
c37|{A_Y D V E N T_S A R} {M A_E_N} {G A_E R} {L A G A_A N A_A} {G_H O_O R_R A_E} {D_D O R_R A_A N A_E} {S A_E} {A_A S A_A N} {O R} {S A_E F} {S A M D_Z_H O_O}|{A_Y D V E N T_S A R} {M A_E_N} {G A_E R} {L A G A_A N A_A} {G_H O_O R_R A_E} {D_D O R_R A_A N A_E} {S A_E} {A_A S A_A N} {O R} {S A_E F} {S A M D_Z_H O_O}
c38|{Z A_Y D} {G_H U M M A N} {N A_E} {D_D O_O} {M A R L A_A} {P A R} {S I N G_H A_A R_R A_E} {U G A_A A_E} {T_D O_O} {B A T_S T_S A_A} {K_H I L K_H I L A_A} {K A R} {P_H U D_D A K T_D A_A} {H A V V A_A} {V A H A_A_N} {A_A} {G A J A_A}|{Z A_Y D} {G_H U M M A N} {N A_E} {D_D O_O} {M A R L A_A} {P A R} {S I N G_H A_A R_R A_E} {U G A_A A_E} {T_D O_O} {B A T_S T_S A_A} {K_H I L K_H I L A_A} {K A R} {P_H U D_D A K T_D A_A} {H A V V A_A} {V A H A_A_N} {A_A} {G A J A_A}
c39|{S_H H B A_A Z} {K O_O} {H I_I D_Z R_R OON} {K A_E} {S_H O_O K A_E S OON} {K I_I} {P A H T_S A_A N} {H A_E}|{S_H H B A_A Z} {K O_O} {H I_I D_Z R_R OON} {K A_E} {S_H O_O K A_E S OON} {K I_I} {P A H T_S A_A N} {H A_E}
c40|{J O R P I_I} {N O_O B I L} {S_H A_E I R I N_G} {A_Y M B O_O L A_Y N S} {K A_E} {N A S_H R} {K A_E} {L I_I A_E} {J A_E} {P A_E T_S I_I D_D A_A} {S A_A A T_D} {H A_E}|{J O R P I_I} {N O_O B I L} {S_H A_E I R I N_G} {A_Y M B O_O L A_Y N S} {K A_E} {N A S_H R} {K A_E} {L I_I A_E} {J A_E} {P A_E T_S I_I D_D A_A} {S A_A A T_D} {H A_E}
c41|{B U_U R_R_H OON} {K A_E} {L I_I A_E} {N A L} {K I_I} {D_D A_E K_H} {B_H A_A L} {A_E K} {T_D A Z L I_I L} {H A_E} {O R} {N A_A Q A_A B I L} {A F O_O R D} {H A_E}|{B U_U R_R_H OON} {K A_E} {L I_I A_E} {N A L} {K I_I} {D_D A_E K_H} {B_H A_A L} {A_E K} {T_D A Z L I_I L} {H A_E} {O R} {N A_A Q A_A B I L} {A F O_O R D} {H A_E}
c42|{M A_E R A_E} {M U T_D A_A B I Q} {J A_E} {F A_Y J A_A Z I_I} {T_H I_I K} {N A H I_I_N} {A_A P} {G_G A_Y R} {H A_A Z I R I_I} {K I_I} {P A R V A_A} {K A R A_E_N} {O R} {T_D I_I N} {B A D_Z A_E} {R A_E R_R_H I_I} {B_H A_E D_Z} {D_D A_E_N}|{M A_E R A_E} {M U T_D A_A B I Q} {J A_E} {F A_Y J A_A Z I_I} {T_H I_I K} {N A H I_I_N} {A_A P} {G_G A_Y R} {H A_A Z I R I_I} {K I_I} {P A R V A_A} {K A R A_E_N} {O R} {T_D I_I N} {B A D_Z A_E} {R A_E R_R_H I_I} {B_H A_E D_Z} {D_D A_E_N}
c43|{M I_I T_S} {M A_E_N} {D_D_H O_O A_E_N} {S A_E} {R A_A D_Z A_E} {K I_I} {K_H A_A L} {B A H O_O T_D} {B A R I_I} {H O_O} {G A I_I} {H A_E}|{M I_I T_S} {M A_E_N} {D_D_H O_O A_E_N} {S A_E} {R A_A D_Z A_E} {K I_I} {K_H A_A L} {B A H O_O T_D} {B A R I_I} {H O_O} {G A I_I} {H A_E}
c44|{S_H A H I_I D_D} {K A_E} {A Q R A B A_A} {N I T_S L I_I} {K U_U I_I N} {G A_Y L R I_I} {M A_E_N} {H A_Y_N} {O R} {P A_A R L I_I M A N T I R J A N} {G U M S_H U D_D A_A} {T_D A M G_G A_A} {DD_H U_U N DD_H} {R A H A_E} {H A_Y_N}|{S_H A H I_I D_D} {K A_E} {A Q R A B A_A} {N I T_S L I_I} {K U_U I_I N} {G A_Y L R I_I} {M A_E_N} {H A_Y_N} {O R} {P A_A R L I_I M A N T I R J A N} {G U M S_H U D_D A_A} {T_D A M G_G A_A} {DD_H U_U N DD_H} {R A H A_E} {H A_Y_N}
c45|{S_H I K A_A R} {K A_E} {L I_I A_E} {A R M U G_G A_A N} {S A_E} {P U_U T_S_H U_U_N} {T_D O_O} {A L A_Y H I D_D A_A} {T_S O_O N T_S L A_E} {H A_Y_N}|{S_H I K A_A R} {K A_E} {L I_I A_E} {A R M U G_G A_A N} {S A_E} {P U_U T_S_H U_U_N} {T_D O_O} {A L A_Y H I D_D A_A} {T_S O_O N T_S L A_E} {H A_Y_N}
c46|{M A S_H R I Q} {K A_E} {K A_E S I Z} {M A_E_N} {S U L U S} {K I_I} {J A_E} {T_D O D_Z I_I} {B O_O G A S} {M A_E_N} {T_S_H A P} {R A H I_I} {H A_E}|{M A S_H R I Q} {K A_E} {K A_E S I Z} {M A_E_N} {S U L U S} {K I_I} {J A_E} {T_D O D_Z I_I} {B O_O G A S} {M A_E_N} {T_S_H A P} {R A H I_I} {H A_E}
c47|{S_H A_A X OON} {K I_I} {G A R O_O T_D_H} {A T_S T_S_H I_I} {H A_E} {O R} {T_S O K_H A T} {P A R} {P A N T_S_H I_I} {X O_O F N A_A K} {D_D E H S_H A T_D} {M A_E_N} {M U B T_D A L A_A} {H A_E}|{S_H A_A X OON} {K I_I} {G A R O_O T_D_H} {A T_S T_S_H I_I} {H A_E} {O R} {T_S O K_H A T} {P A R} {P A N T_S_H I_I} {X O_O F N A_A K} {D_D E H S_H A T_D} {M A_E_N} {M U B T_D A L A_A} {H A_E}
